Id,Title,Url,Location,Keyword,View_Count,File_Title
1925745,느린섬여행학교,http://tong.visitkorea.or.kr/cms2/website/45/1925745.jpg,전라남도 완도,"느린섬여행학교, 청산도, 청산중학교 분교, 슬로푸드체험관, 청산도 펜션, 숙박, 전라남도 완도, 전라남도완도",265,완도
1925757,청산항,http://tong.visitkorea.or.kr/cms2/website/57/1925757.jpg,전라남도 완도,"청산항, 청산도항, 청산도, 여객선, 바다, 전라남도 완도, 전라남도완도",248,완도
1925683,청해진유적지,http://tong.visitkorea.or.kr/cms2/website/83/1925683.jpg,전라남도 완도,"청해진 유적지, 장도 청해진 유적지, 쳥해진, 완도 청해진, 장보고, 전라남도 완도, 전라남도완도",216,장보고기념관
1925524,완도수목원(산림박물관),http://tong.visitkorea.or.kr/cms2/website/24/1925524.jpg,전라남도 완도,"완도수목원, 산림박물관, 난대수종, 야생 동식물 표본, 난대림 문화, 목공예품, 전시, 전라남도 완도, 전라남도완도",183,완도
2820236,완도타워,http://tong.visitkorea.or.kr/cms2/website/36/2820236.jpg,전라남도 완도군 완도읍,"완도타워, 전라남도 완도군, 완도 전망대, 다도해일출공원, 드론촬영, 드론사진, 항공촬영",163,완도
1925812,청산도 구들장논,http://tong.visitkorea.or.kr/cms2/website/12/1925812.jpg,전라남도 완도,"청산도 구들장논, 구들장논, 청산도, 부흥리, 국가중요농업유산1호, 전라남도 완도, 전라남도완도",158,완도
1827882,예송리해수욕장(예송갯돌해변),http://tong.visitkorea.or.kr/cms2/website/82/1827882.jpg,전라남도 완도,"완도예송리해수욕장, 예송갯돌해변, 보길도",106,완도
1925876,청산도 슬로장터,http://tong.visitkorea.or.kr/cms2/website/76/1925876.jpg,전라남도 완도,"청산도 슬로장터, 슬로장터, 청산도, 슬로푸드, 슬로시티, 슬로시티장터, 시장, 슬로마켓, 전라남도 완도, 전라남도완도",103,완도
1827814,보길대교,http://tong.visitkorea.or.kr/cms2/website/14/1827814.jpg,전라남도 완도,"완도 보길대교, 다리",99,완도
1926000,청산도 슬로길,http://tong.visitkorea.or.kr/cms2/website/00/1926000.jpg,전라남도 완도,"청산도슬로우걷기축제, 슬로우걷기축제, 슬로시티, 청산도, 슬로길, 걷기여행, 전라남도 완도, 전라남도완도",77,완도
1799005,강릉항 요트마리나,http://tong.visitkorea.or.kr/cms2/website/05/1799005.jpg,강원도 강릉 ,강릉항 요트 마리나,892,강릉항
1799010,강릉항 여객터미널,http://tong.visitkorea.or.kr/cms2/website/10/1799010.jpg,강원도 강릉 ,강릉항 여객터미널,642,강릉항
2728769,죽령 옛길,http://tong.visitkorea.or.kr/cms2/website/69/2728769.jpg,경상북도 영주시,"죽령 옛길, 경상북도 영주시, 명승 제30호, 소백산국립공원, 산책로, 산책길",20,소백산
2541515,대관령 삼양목장,http://tong.visitkorea.or.kr/cms2/website/15/2541515.jpg,강원도 평창군 대관령면,"대관령 삼양목장 전경, 강원도 평창군, 2017 드론기획사진, 초원, 풍력 발전기, 드론촬영, 드론사진, 항공촬영",1588,삼양목장
1990430,안동하회마을,http://tong.visitkorea.or.kr/cms2/website/30/1990430.jpg,경상북도 안동시,"안동하회마을, 안동하회마을전경, 안동가을, 광덕리, 부용대, 한옥, 낙동강",277,안동하회마을
1022571,보리,http://tong.visitkorea.or.kr/cms2/website/71/1022571.jpg,경상남도 하동군,"보리, 악양면 평사리들판",76,악양슬로시티
2003608,송악산,http://tong.visitkorea.or.kr/cms2/website/08/2003608.jpg,제주도,"송악산, 송악산 올레길, 제주올레길, 올레길, 제주도, 걷기여행, 도보여행, 바다",570,올레길 17코스
2617658,영금정,http://tong.visitkorea.or.kr/cms2/website/58/2617658.jpg,강원도 속초시 동명동,"영금정, 강원도 속초시, 해돋이 정자, 동명해교, 동해바다, 일출, 일몰",3381,영금정
2563776,천상의 노고단,http://tong.visitkorea.or.kr/cms2/website/76/2563776.jpg,경상남도 산청군,"2018 제46회 대한민국 관광사진 공모전, 입선, 천상의 노고단, 경상남도 산청군, 지리산 국립공원, 지리산 노고단, 산등성이, 운무, 구름",4036,지리산
1914303,지리산온천랜드 카라반존,http://tong.visitkorea.or.kr/cms2/website/03/1914303.jpg,전라남도 구례군,"지리산온천랜드 카라반존, 카라반, 캠핑장, 전라남도 구례군, 전라남도구례군",729,지리산
1635631,지리산,http://tong.visitkorea.or.kr/cms2/website/31/1635631.jpg,전라북도 남원,"지리산, 바래봉, 운봉, 봄",699,지리산
1503311,지리산역사관,http://tong.visitkorea.or.kr/cms2/website/11/1503311.jpg,경상남도 하동,"지리산역사관, 전시관",82,지리산
2696774,지리산 천년송,http://tong.visitkorea.or.kr/cms2/website/74/2696774.jpg,전라북도 남원시 산내면,"지리산 천년송, 전라북도 남원시, 천연기념물 424호, 와운천년송, 소나무, 드론촬영, 드론사진, 항공촬영",77,지리산
2696836,지리산허브밸리,http://tong.visitkorea.or.kr/cms2/website/36/2696836.jpg,전라북도 남원시 운봉읍,"지리산허브밸리, 전라북도 남원시, 테마공원, 허브관광농원, 드론촬영, 드론사진, 항공촬영",63,지리산
2696699,지리산 국립공원,http://tong.visitkorea.or.kr/cms2/website/99/2696699.jpg,전라북도 남원시,"지리산 국립공원, 전라북도 남원시, 정령치, 고개, 가을, 추경, 드론촬영, 드론사진, 항공촬영",38,지리산
2505604,짱뚱어다리,http://tong.visitkorea.or.kr/cms2/website/04/2505604.jpg,전라남도 신안군 증도면,"짱뚱어다리, 전라남도 신안군, 슬로시티, 목교, 증도갯벌, 펄, 뻘",349,짱뚱어다리
2522944,적벽강,http://tong.visitkorea.or.kr/cms2/website/44/2522944.jpg,전라북도 부안군 변산면,"적벽강 일몰, 전라북도 부안, 명승 제13호, 바다, 위도",101,위도
2545716,경주월드,http://tong.visitkorea.or.kr/cms2/website/16/2545716.jpg,경상북도 경주시 천군동,"경주월드 전경, 경상북도 경주시, 드론촬영, 드론사진, 항공촬영, 놀이공원, 놀이동산, 보문호",219,경주남산
2595958,경주 교촌마을,http://tong.visitkorea.or.kr/cms2/website/58/2595958.jpg,경상북도 경주시 교동,"경주 교촌마을 전경, 경상북도 경주시, 교촌한옥마을, 민속마을, 드론촬영, 드론사진, 항공촬영",178,경주표암
2633639,팔공산 케이블카,http://tong.visitkorea.or.kr/cms2/website/39/2633639.jpg,대구광역시 동구 용수동,"팔공산 케이블카, 대구광역시 동구",83,팔공산
1015906,북지장사,http://tong.visitkorea.or.kr/cms2/website/06/1015906.jpg,대구광역시,"대구 팔공산 북지장사 구법당, 사찰, 절",68,팔공산
2711564,신창풍차해안도로,http://tong.visitkorea.or.kr/cms2/website/64/2711564.jpg,제주특별자치도 제주시 한경면,"신창풍차해안도로, 제주특별자치도 제주시, 제주도, 싱계물공원, 해안 드라이브 코스, 풍력발전기",40,신창풍차해안도로
2819822,느러지전망대,http://tong.visitkorea.or.kr/cms2/website/22/2819822.jpg,전라남도 나주시 동강면,"느러지전망대, 전라남도 나주시, 나주 전망대, 영산강, 한반도 지형, 드론촬영, 드론사진, 항공촬영, 파노라마",199,영산강
2573126,관방제림,http://tong.visitkorea.or.kr/cms2/website/26/2573126.jpg,전라남도 담양군 담양읍,"관방제림 전경, 전라남도 담양군, 천연기념물 제366호, 수목원, 숲, 가을, 단풍, 추경, 슬로시티, 영산강, 드론촬영, 드론사진, 항공촬영",195,영산강
2550019,나주영상테마파크,http://tong.visitkorea.or.kr/cms2/website/19/2550019.jpg,전라남도 나주시 신곡리,"나주영상테마파크, 전라남도 나주시, 드라마 촬영지, 영산강",119,영산강
2710990,소매물도,http://tong.visitkorea.or.kr/cms2/website/90/2710990.jpg,경상남도 통영시 한산면,"소매물도, 경상남도 통영시, 기암절벽, 등대섬, 바다",35,소매물도등대
1248909,사성암,http://tong.visitkorea.or.kr/cms2/website/09/1248909.jpg,전라남도 구례,"오산 사성암, 600년 귀목나무, 암자, 절, 사찰, 섬진강, 구례 10경",89,광양 섬진강
1936246,섬진강천적곤충관,http://tong.visitkorea.or.kr/cms2/website/46/1936246.jpg,전라남도 곡성군,"섬진강천적곤충관, 천적곤충관, 곡성천적곤충관, 전라남도 곡성군, 전라남도곡성군",70,광양 섬진강
993049,구례 섬진강,http://tong.visitkorea.or.kr/cms2/website/49/993049.jpg,전라남도 구례,구례 섬진강,66,광양 섬진강
2470618,섬진강어류생태관,http://tong.visitkorea.or.kr/cms2/website/18/2470618.jpg,전라남도 구례군 간전면,"섬진강어류생태관, 전라남도 구례군, 섬진강토산어류생태관, 전시관",55,섬진강어류생태관
2593400,한여울 2코스,http://tong.visitkorea.or.kr/cms2/website/00/2593400.jpg,강원도 철원군,"한여울길 2코스, 강원도 철원군, DMZ 관광, DMZ 투어, 안보관광지, 주상절리길, 직탕폭포",122,직탕폭포
2593389,한여울 1코스,http://tong.visitkorea.or.kr/cms2/website/89/2593389.jpg,강원도 철원군,"한여울길 1코스, 강원도 철원군, DMZ 관광, DMZ 투어, 안보관광지, 주상절리길, 직탕폭포",112,직탕폭포
2780707,한탄강,http://tong.visitkorea.or.kr/cms2/website/07/2780707.jpg,강원도 철원군 갈말읍,"한탄강, 강원도 철원군, 직탕폭포, 한탄강 국가지질공원, 가을, 추경, 단풍",59,직탕폭포
1747278,무지개 분수,http://tong.visitkorea.or.kr/cms2/website/78/1747278.jpg,서울,"2012 제40회 대한민국 관광사진 공모전, 입선, 달빛무지개분수, 반포대교 야경, 새빛둥둥섬, 플로팅아일랜드, 한강",37061,한강
2504251,고요한 아침,http://tong.visitkorea.or.kr/cms2/website/51/2504251.jpg,경기도 양평군 양서면,"2017 제45회 대한민국 관광사진 공모전, 입선, 고요한 아침, 경기도 양평군, 두물머리, 남한강, 북한강, 느티나무, 황포 돛배, 돛단배, 물안개",29805,두물머리
2029160,축제의 밤,http://tong.visitkorea.or.kr/cms2/website/60/2029160.jpg,서울특별시 용산구,"2015 제43회 대한민국 관광사진 공모전, 입선, 축제의 밤, 한강, 축제, 불꽃놀이, 야경, 빌딩, 다리",8666,서울세계불꽃축제
2029249,꽃다발을 그대에게,http://tong.visitkorea.or.kr/cms2/website/49/2029249.jpg,서울특별시 이촌 한강지구 세계불꽃축제,"2015 제43회 대한민국 관광사진 공모전, 입선, 꽃다발을 그대에게, 세게불꽃축제, 한강, 불꽃축제, 축제, 불꽃, 야경",7823,서울세계불꽃축제
2540166,서울세계불꽃축제,http://tong.visitkorea.or.kr/cms2/website/66/2540166.jpg,서울특별시 영등포구 여의도동,"서울세계불꽃축제, 서울특별시 영등포구, 2017 하반기 기획사진, 여의도 한강공원, 한강시민공원 여의도지구, 불꽃놀이, 63빌딩, 63스퀘어, 63시티, 서울전경, 서울야경",3465,서울세계불꽃축제
2539861,63빌딩,http://tong.visitkorea.or.kr/cms2/website/61/2539861.jpg,서울특별시 영등포구 여의도동,"63빌딩, 서울특별시 영등포구, 2017 하반기 기획사진, 63시티, 63스퀘어, 마천루, 한강, 서울전경",2997,한강
2540744,청령포,http://tong.visitkorea.or.kr/cms2/website/44/2540744.jpg,강원도 영월군 남면,"청령포 가을, 강원도 영월군, 2017 하반기 기획사진, 명승 제50호, 단풍, 추경, 남한강, 서강, 나루터, 나룻배",1393,청령포 단종대왕유배지
2658347,한강시민공원 잠원지구(잠원한강공원),http://tong.visitkorea.or.kr/cms2/website/47/2658347.jpg,서울특별시 서초구,"한강시민공원 잠원지구 야경, 서울특별시 서초구, 잠원한강공원 야경, 자전거, 라이딩, 야간관광",124,난지한강공원
2676385,한강시민공원 망원지구(망원한강공원),http://tong.visitkorea.or.kr/cms2/website/85/2676385.jpg,서울특별시 마포구,"한강시민공원 망원지구(망원한강공원), 서울특별시 마포구, 자전거, 라이딩, 성산대교, 서울함",123,망원한강공원
950855,노들카페,http://tong.visitkorea.or.kr/cms2/website/55/950855.jpg,서울,"한강, 노들카페, 한강대교 야경",99,한강
2564057,두물머리,http://tong.visitkorea.or.kr/cms2/website/57/2564057.jpg,경기도 양평군 양서면,"두물머리, 경기도 양평군, 느티나무, 북한강, 남한강",96,두물머리
1303587,플로팅아일랜드,http://tong.visitkorea.or.kr/cms2/website/87/1303587.jpg,서울,"플로팅 아일랜드, 세빛둥둥섬, 한강시민공원 반포지구",96,반포한강공원
1433193,여주보,http://tong.visitkorea.or.kr/cms2/website/93/1433193.jpg,경기도 여주,"여주보, 한강4경, 이능경, 4대강, 남한강",88,남한강
2802435,춘천의암호 순환코스,http://tong.visitkorea.or.kr/cms2/website/35/2802435.jpeg,강원도 춘천시,"춘천의암호 순환코스, 강원도 춘천시, 춘천 의암호 둘레길, 산책길, 산책로, 자전거도로, 자전거길, 라이딩, 북한강",79,대천패러글라이딩
1433113,이포보,http://tong.visitkorea.or.kr/cms2/website/13/1433113.jpg,경기도 여주,"이포보, 이포보전망대. 한강3경, 파사경, 4대강, 남한강",78,남한강
2765571,단양강 잔도,http://tong.visitkorea.or.kr/cms2/website/71/2765571.jpg,충청북도 단양군,"단양강 잔도길, 충청북도 단양군, 걷기여행, 트레킹, 트래킹, 산책로, 산책길, 남한강 암벽, 만천하스카이워크, 단양 전망대, 유람선, 드론촬영, 드론사진, 항공촬영",67,남한강
1636366,돌산대교,http://tong.visitkorea.or.kr/cms2/website/66/1636366.jpg,전라남도 여수,"돌산대교, 장군도, 다리, 바다, 여수항",161,여수항
2702783,망양정해맞이광장,http://tong.visitkorea.or.kr/cms2/website/83/2702783.jpg,경상북도 울진군 근남면,"망양정해맞이광장, 경상북도 울진군, 망양정해맞이공원, 해돋이 명소, 일출 명소",19,망양정
2393619,가은오픈세트장,http://tong.visitkorea.or.kr/cms2/website/19/2393619.jpg,경상북도 문경시    ,"가은오픈세트장, 경상북도, 체험관광, 촬영장소, 드라마 촬영지, 가은영상타운, 문경 가은영상타운, 문경, 가은영상세트장, 가은세트장, 연개소문 촬영지, 고구려 세트장, 사극 드라마 세트장",21,가은오픈세트장
1035189,승선교,http://tong.visitkorea.or.kr/cms2/website/89/1035189.jpg,전라남도 순천 ,"선암사, 승선교, 계곡, 강선루, 다리",573,선암사 승선교
2008093,순천 송광사,http://tong.visitkorea.or.kr/cms2/website/93/2008093.jpg,전라남도 순천,"송광사, 순천 송광사, 순천 사찰, 절, 순천, 조계산 송광사, 선암사",300,선암사
1035168,선암사계곡,http://tong.visitkorea.or.kr/cms2/website/68/1035168.jpg,전라남도 순천 ,선암사계곡,37,선암사
2679435,순천 선암사,http://tong.visitkorea.or.kr/cms2/website/35/2679435.jpg,전라남도 순천시 승주읍,"순천 선암사 전경, 전라남도 순천시, 절, 사찰, 종교, 불교, 사적 제507호, 석탑, 드론촬영, 드론사진, 항공촬영",7,선암사
2649506,포항운하관,http://tong.visitkorea.or.kr/cms2/website/06/2649506.jpg,경상북도 포항시 남구,"포항운하관, 경상북도 포항시, 전시관, 드론촬영, 드론사진, 항공촬영",67,포항운하관
1318557,퍼시픽랜드 요트,http://tong.visitkorea.or.kr/cms2/website/57/1318557.jpg,제주도,퍼시픽랜드 요트 리조트 바다,112,퍼시픽리솜 마린스테이지
1883081,서해대교,http://tong.visitkorea.or.kr/cms2/website/81/1883081.jpg,충청남도 당진시,"서해대교, 행담도휴게소, 충청남도 당진시, 충청남도당진시",207,행담도휴게소 양방향
1732307,대구문화발전소,http://tong.visitkorea.or.kr/cms2/website/07/1732307.jpg,대구광역시,"대구예술발전소, 대구사진비엔날레, 대구",156,대구예술발전소
2488656,경기전,http://tong.visitkorea.or.kr/cms2/website/56/2488656.jpg,전라북도 전주시 완산구,"경기전, 전라북도 전주시, 사적 제339호, 전주한옥마을, 한옥, 기와, 전동성당, 슬로시티",15253,전동성당
2561533,전주한옥마을,http://tong.visitkorea.or.kr/cms2/website/33/2561533.jpg,전라북도 전주시 완산구,"전주한옥마을 전경, 전라북도 전주시, 전통마을, 전통가옥, 슬로시티, 전주전경, 풍남문 전경, 경기전 전경, 전동성당 전경, 드론촬영, 드론사진, 항공촬영",270,전동성당
1959172,새만금 홍보관,http://tong.visitkorea.or.kr/cms2/website/72/1959172.jpg,전라북도 부안군,"새만금홍보관, 새만금 종합홍보관, 새만금, 부안, 전라북도 부안군, 전라북도부안군",277,한국농어촌공사 새만금홍보관
1711662,센텀시티 신세계백화점,http://tong.visitkorea.or.kr/cms2/website/62/1711662.jpg,부산광역시,"센텀시티 신세계백화점, 쇼핑몰, 백화점, 쇼핑",274,신세계백화점 센텀시티점 백화점
1709398,센텀시티 아이스링크,http://tong.visitkorea.or.kr/cms2/website/98/1709398.jpg,부산광역시,"센텀시티 아이스링크, 스케이트장, 스케이팅",163,신세계백화점 센텀시티점 백화점
1310768,새섬,http://tong.visitkorea.or.kr/cms2/website/68/1310768.jpg,제주도,새섬 새연교 다리,73,새연교
2785599,황우지해안,http://tong.visitkorea.or.kr/cms2/website/99/2785599.jpg,제주특별자치도 서귀포시 서홍동,"황우지해안, 제주특별자치도 서귀포시, 황우지해변, 제주 바다, 제주도 바다, 문섬, 새섬, 새연교, 드론촬영, 드론사진, 항공촬영",59,새연교
2620341,궁의 가을빛,http://tong.visitkorea.or.kr/cms2/website/41/2620341.jpg,경상북도 경주시 인왕동,"2019 제47회 대한민국 관광사진 공모전, 입선, 궁의 가을빛, 경상북도 경주시, 동궁과 월지 야경, 사적 제18호, 경주역사유적지구, 유네스코 세계문화유산, 유네스코 세계유산, 임해전지, 안압지 야경, 연못",19531,동궁과 월지
2761006,동궁과월지의 봄,http://tong.visitkorea.or.kr/cms2/website/06/2761006.jpg,경상북도 경주시 인왕동,"​2021 대한민국 관광공모전(사진), 동궁과월지의 봄, 경상북도 경주시, 사적 제18호, 경주역사유적지구, 유네스코 세계문화유산, 유네스코 세계유산, 임해전지, 안압지, 연못, 야간 관광, 야경 명소",2227,동궁과 월지
976884,동궁과 월지(안압지),http://tong.visitkorea.or.kr/cms2/website/84/976884.jpg,경상북도 경주,"안압지 야경, 유네스코 세계유산",689,동궁과 월지
1527495,하늘공원,http://tong.visitkorea.or.kr/cms2/website/95/1527495.jpg,서울,"하늘공원, 서울억새축제, 서울월드컵경기장, 서울야경",75,서울월드컵경기장
2634383,서울 하늘공원,http://tong.visitkorea.or.kr/cms2/website/83/2634383.jpg,서울특별시 마포구 상암동,"서울 하늘공원, 서울특별시 마포구, 월드컵공원, 생태환경공원, 생태공원, 서울억세축제, 서울월드컵경기장",59,서울월드컵경기장
2029209,엑스포다리 야경,http://tong.visitkorea.or.kr/cms2/website/09/2029209.jpg,대전광역시 유성구,"2015 제43회 대한민국 관광사진 공모전, 입선, 엑스포 다리 야경, 대전, 엑스포 다리, 다리, 야경",13706,엑스포다리
1636915,소래포구 어시장,http://tong.visitkorea.or.kr/cms2/website/15/1636915.jpg,인천광역시,"소래포구 어시장, 수산시장, 재래시장, 소라, 쇼핑, 전통시장, 쇼핑",176,소래포구
2009206,금능으뜸원해변,http://tong.visitkorea.or.kr/cms2/website/06/2009206.jpg,제주도,"금능으뜸원해변, 금능해변, 해수욕장, 해변, 제주도, 바다, 여름, 백사장, 돌하르방, 비양도",1341,금능해수욕장
2707482,속초해변,http://tong.visitkorea.or.kr/cms2/website/82/2707482.jpg,강원도 속초시 조양동,"2020 강원관광 이미지콘텐츠 공모전, 속초해변, 강원도 속초시, 속초해수욕장, 동해바다, 바닷가, 일몰, 석양, 낙조",247,속초해수욕장
2620331,점박이 물범,http://tong.visitkorea.or.kr/cms2/website/31/2620331.jpg,인천광역시 옹진군 백령면,"2019 제47회 대한민국 관광사진 공모전, 입선, 점박이 물범, 인천광역시 옹진군, 백령도, 하늬해변, 천연기념물 제331호",2249,백령도
2504334,덕유산 무주리조트 여명,http://tong.visitkorea.or.kr/cms2/website/34/2504334.jpg,전라북도 무주군 설천면,"2017 제45회 대한민국 관광사진 공모전, 입선, 덕유산 무주리조트 여명, 전라북도 무주군, 덕유산 국립공원, 운무, 운해, 겨울, 설경, 눈, 노을",32396,무주덕유산리조트
1990001,여명카메라박물관,http://tong.visitkorea.or.kr/cms2/website/01/1990001.jpg,전라북도 전주시,"여명카메라박물관, 카메라박물관, 전주박물관, 카메라",188,도담삼봉
2620321,도담삼봉,http://tong.visitkorea.or.kr/cms2/website/21/2620321.jpg,충청북도 단양군 매포읍,"2019 제47회 대한민국 관광사진 공모전, 입선, 도담삼봉, 충청북도 단양군, 명승 제44호, 단양8경, 단양팔경, 기암괴석, 남한강, 경승지, 삼도정, 정자",4423,도담삼봉
1538231,경포해변,http://tong.visitkorea.or.kr/cms2/website/31/1538231.jpg,강원도 강릉,"경포해변, 경포대해수욕장, 새해일출, 파도, 경포대해수욕장 일출",645,경포해변
2563737,강릉 사천 하평 답교놀이,http://tong.visitkorea.or.kr/cms2/website/37/2563737.jpg,강원도 강릉시,"2018 제46회 대한민국 관광사진 공모전, 대상, 강릉 사천 하평 답교놀이, 강원도 강릉시, 다리밟기, 다리빼앗기, 민속놀이, 경포해변, 동해바다",10880,경포해변
2617272,경포해변,http://tong.visitkorea.or.kr/cms2/website/72/2617272.jpg,강원도 강릉시,"경포해변, 강원도 강릉시, 경포해수욕장, 동해바다, 바닷가, 드론촬영, 드론사진, 항공촬영",1092,경포해변
2820087,고하도 전망대,http://tong.visitkorea.or.kr/cms2/website/87/2820087.jpg,전라남도 목포시 달동,"고하도 전망대, 전라남도 목포시, 목포 전망대, 드라마 촬영지, 꼰대인턴 촬영지, 목포해상케이블카, 드론촬영, 드론사진, 항공촬영, 파노라마",170,고하도 전망대
2620257,다랑쉬오름 일출,http://tong.visitkorea.or.kr/cms2/website/57/2620257.jpg,제주특별자치도 제주시 구좌읍,"2019 제47회 대한민국 관광사진 공모전, 입선, 다랑쉬오름 일출, 제주특별자치도 제주시, 제주도, 월랑봉, 분화구, 제주오름, 제주도 전경, 아끈다랑쉬오름",14718,다랑쉬오름
2563756,와온해변의 추억,http://tong.visitkorea.or.kr/cms2/website/56/2563756.jpg,전라남도 순천시 해룡면,"2018 제46회 대한민국 관광사진 공모전, 입선, 와온해변의 추억, 전라남도 순천시, 와온해변 일몰, 석양, 갯벌, 펄, 뻘, 서해바다",2859,와온해변
2762073,남한강의 겨울,http://tong.visitkorea.or.kr/cms2/website/73/2762073.jpg,충청북도 충주시 앙성면,"2021 대한민국 관광공모전(스마트폰-겨울), 남한강의 겨울, 충청북도 충주시, 눈, 설경, 물안개, 반영",261,남한강
1433332,강천보,http://tong.visitkorea.or.kr/cms2/website/32/1433332.jpg,경기도 여주,"강천보, 전망대, 4대강, 남한강",40,남한강
2728555,중압탑 사적공원,http://tong.visitkorea.or.kr/cms2/website/55/2728555.jpg,충청북도 충주시 중앙탑면,"중앙탑 사적공원, 충청북도 충주시, 시민공원, 남한강",32,남한강
2761616,양귀비 활짝 핀 정원,http://tong.visitkorea.or.kr/cms2/website/16/2761616.jpg,전라남도 장성군 장성읍,"2021 대한민국 관광공모전(스마트폰-봄), 양귀비 활짝 핀 정원, 전라남도 장성군, 황룡강생태공원, 꽃밭, 나무, 공원, 안개",247,황룡강생태공원
2540431,만항재 야생화 탐방로,http://tong.visitkorea.or.kr/cms2/website/31/2540431.jpg,강원도 정선군 고한읍,"백두대간 만항재 야생화 탐방로 가을, 강원도 정선군, 2017 하반기 기획사진, 함백산, 산책로, 숲, 자연, 단풍, 추경",916,만항재
2029218,독립기념관의 아침,http://tong.visitkorea.or.kr/cms2/website/18/2029218.jpg,충청남도 천안시,"2015 제43회 대한민국 관광사진 공모전, 입선, 독립기념관의 아침, 충청남도, 천안, 독립기념관, 기념관, 전시관, 박물관",12853,독립기념관
1056837,금오산 돌탑,http://tong.visitkorea.or.kr/cms2/website/37/1056837.jpg,경상북도 구미시,금오산 돌탑,373,금오산
2550965,고창 청보리밭축제,http://tong.visitkorea.or.kr/cms2/website/65/2550965.jpg,전라북도 고창군 공음면,"고창 청보리밭축제 전경, 전라북도 고창군, 학원관광농원 전경, 학원농장 전경, 농촌축제",207,고창청보리밭축제
1833670,올림픽공원,http://tong.visitkorea.or.kr/cms2/website/70/1833670.jpg,서울특별시,"올림픽공원 9경, 세계평화의 문",3636,올림픽공원
2516973,서울전경,http://tong.visitkorea.or.kr/cms2/website/73/2516973.jpg,서울특별시 롯데월드타워,"서울전경, 서울특별시, 롯데월드타워 서울스카이, 도시전경, 올림픽공원",248,올림픽공원
2760722,국가정원산책,http://tong.visitkorea.or.kr/cms2/website/22/2760722.jpg,울산광역시 중구 태화동,"​2021 대한민국 관광공모전(사진), 국가정원산책, 울산광역시 중구, 태화강 국가정원, 생태관광지, 생태공원, 태화강 십리대밭, 태화강 십리대숲, 대나무숲, 벚꽃, 벚꽃길, 벚나무, 봄, 드론촬영, 드론사진, 항공촬영",1183,태화강 국가정원
2760749,억새능선의 오후,http://tong.visitkorea.or.kr/cms2/website/49/2760749.jpg,경상남도 산청군,"​2021 대한민국 관광공모전(사진), 억새능선의 오후, 경상남도 산청군, 황매산군립공원, 억새밭, 가을, 추경",335,황매산군립공원
2652097,덕유산 국립공원,http://tong.visitkorea.or.kr/cms2/website/97/2652097.jpg,전라북도 무주군,"덕유산 국립공원, 전라북도 무주군, 겨울, 설경, 눈",892,덕유산 국립공원
